crop_id,split,source_tile,has_nir,nodata_flagged,nodata_fraction,has_valid_roads,road_density,density_too_sparse,density_too_dense,in_blocklist,exclusion_reasons
16sef235200_crop_0000,test,16sef235200,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
16sef235200_crop_0003,test,16sef235200,False,False,0.0001,True,0.001953,True,False,False,density_sparse
16sef235200_crop_0006,test,16sef235200,False,False,0.0001,True,0.000198,True,False,False,density_sparse
16sef250245_crop_0000,test,16sef250245,False,False,0.0,True,0.001099,True,False,False,density_sparse
16sef250245_crop_0003,test,16sef250245,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
16sgc155320_crop_0000,test,16sgc155320,False,False,0.0,True,0.001759,True,False,False,density_sparse
16sgc275005_crop_0004,test,16sgc275005,False,False,0.0,True,0.001438,True,False,False,density_sparse
16sgc275005_crop_0007,test,16sgc275005,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
16sgc395605_crop_0008,test,16sgc395605,False,False,0.0,True,0.001446,True,False,False,density_sparse
16sgc605725_crop_0006,test,16sgc605725,False,False,0.0005,True,0.00172,True,False,False,density_sparse
16sgj0283231831_crop_0002,test,16sgj0283231831,False,False,0.0,True,0.001499,True,False,False,density_sparse
16tbl760195_crop_0000,test,16tbl760195,True,False,0.0,True,0.001953,True,False,False,density_sparse
16tbl760195_crop_0001,test,16tbl760195,True,False,0.0,True,0.001942,True,False,False,density_sparse
16tbm940350_crop_0002,test,16tbm940350,False,False,0.0,True,0.001152,True,False,False,density_sparse
16tck300880_crop_0006,test,16tck300880,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
16tck960430_crop_0004,test,16tck960430,True,False,0.0006,True,0.001774,True,False,False,density_sparse
16tck975415_crop_0008,test,16tck975415,True,False,0.0002,True,0.001728,True,False,False,density_sparse
16tcl2161080630_crop_0002,test,16tcl2161080630,False,False,0.0,True,0.00193,True,False,False,density_sparse
16tcl2161080630_crop_0008,test,16tcl2161080630,False,False,0.0,True,0.001854,True,False,False,density_sparse
16tcm900275_crop_0001,test,16tcm900275,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
16tcn765685_crop_0004,test,16tcn765685,False,False,0.0,True,0.000889,True,False,False,density_sparse
16tcn765685_crop_0007,test,16tcn765685,False,False,0.0002,True,0.001984,True,False,False,density_sparse
16tdm050020_crop_0000,test,16tdm050020,False,False,0.0,True,0.001198,True,False,False,density_sparse
16tdm050020_crop_0001,test,16tdm050020,False,False,0.0,True,0.000866,True,False,False,density_sparse
16tdm050020_crop_0002,test,16tdm050020,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
16tdm050020_crop_0005,test,16tdm050020,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
16tdm050335_crop_0003,test,16tdm050335,False,False,0.0,True,0.001301,True,False,False,density_sparse
16tdm125680_crop_0003,test,16tdm125680,False,False,0.0,True,0.000481,True,False,False,density_sparse
16tdm245560_crop_0005,test,16tdm245560,False,False,0.0,True,0.001945,True,False,False,density_sparse
16ten610670_crop_0001,test,16ten610670,False,False,0.0002,False,0.0,True,False,False,no_valid_roads|density_sparse
16ten610670_crop_0002,test,16ten610670,False,False,0.0002,True,0.001434,True,False,False,density_sparse
16ten610670_crop_0008,test,16ten610670,False,False,0.0,True,0.001949,True,False,False,density_sparse
16tfm1247481936_crop_0000,test,16tfm1247481936,False,False,0.0,True,0.001095,True,False,False,density_sparse
16tgn095272_crop_0000,test,16tgn095272,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
17rnk865175_crop_0001,test,17rnk865175,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
17tlh315070_crop_0001,test,17tlh315070,False,False,0.0004,True,0.001698,True,False,False,density_sparse
17tnf508386_crop_0005,test,17tnf508386,False,False,0.0,True,0.000713,True,False,False,density_sparse
17tpe034876_crop_0002,test,17tpe034876,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
1842557_free_crop_0000,test,1842557_free,False,False,0.0633,True,0.001781,True,False,False,density_sparse
1842557_free_crop_0006,test,1842557_free,False,False,0.0145,True,0.001854,True,False,False,density_sparse
1842557_free_crop_0008,test,1842557_free,False,False,0.012,True,0.001945,True,False,False,density_sparse
1842557_free_crop_0017,test,1842557_free,False,False,0.0,True,0.001972,True,False,False,density_sparse
1842557_free_crop_0019,test,1842557_free,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
1842557_free_crop_0037,test,1842557_free,False,False,0.0,True,0.001858,True,False,False,density_sparse
18twk775520_crop_0005,test,18twk775520,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
18txl645660_crop_0001,test,18txl645660,False,False,0.0,True,0.001099,True,False,False,density_sparse
18txm645065_crop_0000,test,18txm645065,True,False,0.0,True,0.001686,True,False,False,density_sparse
18txm885620_crop_0004,test,18txm885620,True,False,0.0,True,0.001961,True,False,False,density_sparse
18txm885620_crop_0005,test,18txm885620,True,False,0.0,True,0.000832,True,False,False,density_sparse
18tym035905_crop_0002,test,18tym035905,True,False,0.0,True,0.001717,True,False,False,density_sparse
18tym035905_crop_0006,test,18tym035905,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
18tym035965_crop_0003,test,18tym035965,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
18tym035965_crop_0004,test,18tym035965,False,False,0.0,True,0.001659,True,False,False,density_sparse
18tym035965_crop_0006,test,18tym035965,False,False,0.0,True,0.001888,True,False,False,density_sparse
18tym035965_crop_0007,test,18tym035965,False,False,0.0,True,0.001926,True,False,False,density_sparse
191127_crop_0011,test,191127,False,False,0.0022,True,0.001923,True,False,False,density_sparse
19tbh580175_crop_0002,test,19tbh580175,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
19tbh580175_crop_0005,test,19tbh580175,True,False,0.0,True,0.000179,True,False,False,density_sparse
19tbh580175_crop_0008,test,19tbh580175,True,False,0.0,True,0.000256,True,False,False,density_sparse
19tcf045930_crop_0002,test,19tcf045930,False,False,0.0,True,9.2e-05,True,False,False,density_sparse
19tcf045930_crop_0004,test,19tcf045930,False,False,0.0,True,0.00042,True,False,False,density_sparse
19tcg150950_se_crop_0000,test,19tcg150950_se,False,False,0.0,True,0.000248,True,False,False,density_sparse
19tcg210860_crop_0002,test,19tcg210860,False,False,0.0,True,0.001598,True,False,False,density_sparse
19tcg210860_crop_0005,test,19tcg210860,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
19tcg255755_crop_0001,test,19tcg255755,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
19tcg255755_crop_0002,test,19tcg255755,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
19tcg255755_crop_0003,test,19tcg255755,True,False,0.0,True,0.000431,True,False,False,density_sparse
19tcg255755_crop_0004,test,19tcg255755,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
19tcg255755_crop_0005,test,19tcg255755,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
19tcg255755_crop_0006,test,19tcg255755,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
19tcg255755_crop_0007,test,19tcg255755,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
19tcg255755_crop_0008,test,19tcg255755,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
19tcg255770_crop_0004,test,19tcg255770,False,False,0.0004,True,0.000965,True,False,False,density_sparse
19tcg255770_crop_0007,test,19tcg255770,False,False,0.0004,False,0.0,True,False,False,no_valid_roads|density_sparse
19tcg255770_crop_0008,test,19tcg255770,False,False,0.0,True,0.000431,True,False,False,density_sparse
19tcg300920_crop_0006,test,19tcg300920,False,False,0.0,True,0.052792,False,True,False,density_dense
19tcg315815_crop_0000,test,19tcg315815,True,False,0.0,True,0.000893,True,False,False,density_sparse
19tcg360500_crop_0002,test,19tcg360500,False,False,0.0,True,0.001919,True,False,False,density_sparse
19tcg390110_crop_0005,test,19tcg390110,True,False,0.0,True,0.00061,True,False,False,density_sparse
19tcg880935_crop_0008,test,19tcg880935,False,False,0.0001,True,0.001892,True,False,False,density_sparse
19tch075205_crop_0000,test,19tch075205,False,False,0.0,True,0.001034,True,False,False,density_sparse
19tch255010_se_crop_0000,test,19tch255010_se,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
19tch270010_sw_crop_0000,test,19tch270010_sw,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
19tch360145_crop_0003,test,19tch360145,False,False,0.0002,True,0.001938,True,False,False,density_sparse
19tch360145_crop_0006,test,19tch360145,False,False,0.0,True,0.001324,True,False,False,density_sparse
19tch360160_crop_0000,test,19tch360160,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
19tch360160_crop_0003,test,19tch360160,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
19tch360160_crop_0004,test,19tch360160,False,False,0.0,True,0.00156,True,False,False,density_sparse
19tch360160_crop_0006,test,19tch360160,False,False,0.0,True,0.0005,True,False,False,density_sparse
19tch360160_crop_0007,test,19tch360160,False,False,0.0,True,0.000504,True,False,False,density_sparse
19tch390130_crop_0006,test,19tch390130,False,False,0.0,True,0.000587,True,False,False,density_sparse
1n3w32au_crop_0000,test,1n3w32au,False,False,0.0657,True,0.001904,True,False,False,density_sparse
2005255_crop_0003,test,2005255,False,False,0.0137,True,0.001598,True,False,False,density_sparse
2008_54165_rgb_crop_0000,test,2008_54165_rgb,False,False,0.0,True,0.000893,True,False,False,density_sparse
2008_55675_rgb_crop_0005,test,2008_55675_rgb,False,False,0.0,True,0.000664,True,False,False,density_sparse
2008_55675_rgb_crop_0007,test,2008_55675_rgb,False,False,0.0,True,0.001572,True,False,False,density_sparse
2008_58963_rgb_crop_0005,test,2008_58963_rgb,False,False,0.0,True,0.001377,True,False,False,density_sparse
2008_58964_rgb_crop_0000,test,2008_58964_rgb,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
